store_id,store_name,date,revenue
0,All Stores,2011-04-19,136982.75
0,All Stores,2011-04-20,141801.05
0,All Stores,2011-04-21,141165.02
0,All Stores,2011-04-22,173931.88
0,All Stores,2011-04-23,210428.58
0,All Stores,2011-04-24,170691.45
0,All Stores,2011-04-25,140857.05
0,All Stores,2011-04-26,126978.43
0,All Stores,2011-04-27,127192.55
0,All Stores,2011-04-28,129883.05
0,All Stores,2011-04-29,161361.70
0,All Stores,2011-04-30,201621.98
0,All Stores,2011-05-01,203367.38
0,All Stores,2011-05-02,157618.73
0,All Stores,2011-05-03,165697.45
0,All Stores,2011-05-04,144180.73
0,All Stores,2011-05-05,141802.23
0,All Stores,2011-05-06,170545.80
0,All Stores,2011-05-07,195054.50
0,All Stores,2011-05-08,164638.83
0,All Stores,2011-05-09,172591.30
0,All Stores,2011-05-10,150440.85
0,All Stores,2011-05-11,153898.23
0,All Stores,2011-05-12,152546.65
0,All Stores,2011-05-13,176182.75
0,All Stores,2011-05-14,204740.25
0,All Stores,2011-05-15,220672.50
0,All Stores,2011-05-16,153121.65
0,All Stores,2011-05-17,140084.33
0,All Stores,2011-05-18,132288.80
0,All Stores,2011-05-19,132294.15
0,All Stores,2011-05-20,152703.10
0,All Stores,2011-05-21,191153.35
0,All Stores,2011-05-22,184019.02
0,All Stores,2011-05-23,145245.33
0,All Stores,2011-05-24,131409.30
0,All Stores,2011-05-25,130428.60
0,All Stores,2011-05-26,142522.80
0,All Stores,2011-05-27,154099.15
0,All Stores,2011-05-28,177584.25
0,All Stores,2011-05-29,166128.98
0,All Stores,2011-05-30,161955.75
0,All Stores,2011-05-31,138453.40
0,All Stores,2011-06-01,161939.50
0,All Stores,2011-06-02,155995.10
0,All Stores,2011-06-03,184241.33
0,All Stores,2011-06-04,209661.52
0,All Stores,2011-06-05,219816.92
0,All Stores,2011-06-06,182985.02
0,All Stores,2011-06-07,174710.02
0,All Stores,2011-06-08,165275.45
0,All Stores,2011-06-09,164240.98
0,All Stores,2011-06-10,181237.12
0,All Stores,2011-06-11,208587.77
0,All Stores,2011-06-12,216077.52
0,All Stores,2011-06-13,175808.58
0,All Stores,2011-06-14,163896.58
0,All Stores,2011-06-15,170923.85
0,All Stores,2011-06-16,157883.35
0,All Stores,2011-06-17,170457.75
0,All Stores,2011-06-18,196600.52
0,All Stores,2011-06-19,181859.35
0,All Stores,2011-06-20,165824.05
0,All Stores,2011-06-21,147607.18
0,All Stores,2011-06-22,146441.17
0,All Stores,2011-06-23,156815.50
0,All Stores,2011-06-24,171080.62
0,All Stores,2011-06-25,182434.62
0,All Stores,2011-06-26,192424.02
0,All Stores,2011-06-27,154625.50
0,All Stores,2011-06-28,135075.35
0,All Stores,2011-06-29,135571.77
0,All Stores,2011-06-30,149197.00
0,All Stores,2011-07-01,208197.85
0,All Stores,2011-07-02,218119.10
0,All Stores,2011-07-03,195860.33
0,All Stores,2011-07-04,153891.02
0,All Stores,2011-07-05,179963.65
0,All Stores,2011-07-06,178553.40
0,All Stores,2011-07-07,184657.93
0,All Stores,2011-07-08,191337.50
0,All Stores,2011-07-09,223115.48
0,All Stores,2011-07-10,219667.62
0,All Stores,2011-07-11,183813.62
0,All Stores,2011-07-12,167392.90
0,All Stores,2011-07-13,164226.50
0,All Stores,2011-07-14,161404.85
0,All Stores,2011-07-15,190150.73
0,All Stores,2011-07-16,214793.30
0,All Stores,2011-07-17,214280.50
0,All Stores,2011-07-18,168417.90
0,All Stores,2011-07-19,150148.65
0,All Stores,2011-07-20,151612.30
0,All Stores,2011-07-21,156509.18
0,All Stores,2011-07-22,178109.77
0,All Stores,2011-07-23,206068.33
0,All Stores,2011-07-24,202097.08
0,All Stores,2011-07-25,160051.75
0,All Stores,2011-07-26,145438.58
0,All Stores,2011-07-27,140667.85
0,All Stores,2011-07-28,148171.67
0,All Stores,2011-07-29,169764.45
0,All Stores,2011-07-30,199966.23
0,All Stores,2011-07-31,203186.90
0,All Stores,2011-08-01,183813.85
0,All Stores,2011-08-02,171800.52
0,All Stores,2011-08-03,181356.52
0,All Stores,2011-08-04,163505.48
0,All Stores,2011-08-05,180978.12
0,All Stores,2011-08-06,213100.95
0,All Stores,2011-08-07,224113.92
0,All Stores,2011-08-08,176699.88
0,All Stores,2011-08-09,174591.12
0,All Stores,2011-08-10,168986.92
0,All Stores,2011-08-11,170424.05
0,All Stores,2011-08-12,194090.25
0,All Stores,2011-08-13,227130.43
0,All Stores,2011-08-14,229832.90
0,All Stores,2011-08-15,188539.00
0,All Stores,2011-08-16,166615.02
0,All Stores,2011-08-17,160673.80
0,All Stores,2011-08-18,154036.38
0,All Stores,2011-08-19,176804.23
0,All Stores,2011-08-20,215817.88
0,All Stores,2011-08-21,235754.98
0,All Stores,2011-08-22,172775.30
0,All Stores,2011-08-23,153943.95
0,All Stores,2011-08-24,149425.08
0,All Stores,2011-08-25,145994.30
0,All Stores,2011-08-26,166493.50
0,All Stores,2011-08-27,209710.55
0,All Stores,2011-08-28,209272.02
0,All Stores,2011-08-29,151579.77
0,All Stores,2011-08-30,137565.32
0,All Stores,2011-08-31,149180.48
0,All Stores,2011-09-01,175072.17
0,All Stores,2011-09-02,193115.98
0,All Stores,2011-09-03,225628.05
0,All Stores,2011-09-04,184649.10
0,All Stores,2011-09-05,204594.30
0,All Stores,2011-09-06,179465.03
0,All Stores,2011-09-07,169278.30
0,All Stores,2011-09-08,166036.90
0,All Stores,2011-09-09,192096.40
0,All Stores,2011-09-10,230627.62
0,All Stores,2011-09-11,245757.00
0,All Stores,2011-09-12,179955.52
0,All Stores,2011-09-13,166242.98
0,All Stores,2011-09-14,159081.55
0,All Stores,2011-09-15,177844.08
0,All Stores,2011-09-16,186689.45
0,All Stores,2011-09-17,224861.08
0,All Stores,2011-09-18,227502.35
0,All Stores,2011-09-19,169114.48
0,All Stores,2011-09-20,153637.55
0,All Stores,2011-09-21,150314.30
0,All Stores,2011-09-22,148664.02
0,All Stores,2011-09-23,178653.25
0,All Stores,2011-09-24,220841.40
0,All Stores,2011-09-25,225875.65
0,All Stores,2011-09-26,160342.42
0,All Stores,2011-09-27,148437.67
0,All Stores,2011-09-28,144690.62
0,All Stores,2011-09-29,144526.17
0,All Stores,2011-09-30,193043.42
0,All Stores,2011-10-01,258255.25
0,All Stores,2011-10-02,247456.75
0,All Stores,2011-10-03,197383.03
0,All Stores,2011-10-04,170563.52
0,All Stores,2011-10-05,170819.48
0,All Stores,2011-10-06,171449.27
0,All Stores,2011-10-07,193259.42
0,All Stores,2011-10-08,232121.50
0,All Stores,2011-10-09,243002.40
0,All Stores,2011-10-10,197214.05
0,All Stores,2011-10-11,174127.15
0,All Stores,2011-10-12,179721.33
0,All Stores,2011-10-13,170692.98
0,All Stores,2011-10-14,198666.60
0,All Stores,2011-10-15,254747.73
0,All Stores,2011-10-16,245749.43
0,All Stores,2011-10-17,184092.50
0,All Stores,2011-10-18,160209.27
0,All Stores,2011-10-19,151004.08
0,All Stores,2011-10-20,148683.27
0,All Stores,2011-10-21,178149.48
0,All Stores,2011-10-22,222635.83
0,All Stores,2011-10-23,222566.85
0,All Stores,2011-10-24,166886.15
0,All Stores,2011-10-25,149691.52
0,All Stores,2011-10-26,149026.48
0,All Stores,2011-10-27,152054.80
0,All Stores,2011-10-28,176497.15
0,All Stores,2011-10-29,220996.65
0,All Stores,2011-10-30,218941.67
0,All Stores,2011-10-31,151929.27
0,All Stores,2011-11-01,172764.52
0,All Stores,2011-11-02,160984.12
0,All Stores,2011-11-03,181052.62
0,All Stores,2011-11-04,187784.27
0,All Stores,2011-11-05,238758.65
0,All Stores,2011-11-06,257476.83
0,All Stores,2011-11-07,180219.58
0,All Stores,2011-11-08,164212.85
0,All Stores,2011-11-09,170163.80
0,All Stores,2011-11-10,171537.30
0,All Stores,2011-11-11,193035.45
0,All Stores,2011-11-12,232140.55
0,All Stores,2011-11-13,236362.58
0,All Stores,2011-11-14,175302.00
0,All Stores,2011-11-15,174586.15
0,All Stores,2011-11-16,158627.30
0,All Stores,2011-11-17,151329.90
0,All Stores,2011-11-18,172944.40
0,All Stores,2011-11-19,224649.52
0,All Stores,2011-11-20,222664.20
0,All Stores,2011-11-21,169521.70
0,All Stores,2011-11-22,168505.35
0,All Stores,2011-11-23,195298.20
0,All Stores,2011-11-24,117319.90
0,All Stores,2011-11-25,152097.62
0,All Stores,2011-11-26,168892.10
0,All Stores,2011-11-27,181803.22
0,All Stores,2011-11-28,149450.95
0,All Stores,2011-11-29,141153.80
0,All Stores,2011-11-30,138655.55
0,All Stores,2011-12-01,167644.17
0,All Stores,2011-12-02,191213.52
0,All Stores,2011-12-03,242299.12
0,All Stores,2011-12-04,238951.92
0,All Stores,2011-12-05,194763.08
0,All Stores,2011-12-06,176888.67
0,All Stores,2011-12-07,166045.25
0,All Stores,2011-12-08,172840.08
0,All Stores,2011-12-09,190493.98
0,All Stores,2011-12-10,229855.85
0,All Stores,2011-12-11,243149.40
0,All Stores,2011-12-12,194287.50
0,All Stores,2011-12-13,177876.27
0,All Stores,2011-12-14,175510.55
0,All Stores,2011-12-15,193587.02
0,All Stores,2011-12-16,189854.27
0,All Stores,2011-12-17,227032.70
0,All Stores,2011-12-18,220634.52
0,All Stores,2011-12-19,181717.77
0,All Stores,2011-12-20,176101.35
0,All Stores,2011-12-21,175487.23
0,All Stores,2011-12-22,186910.55
0,All Stores,2011-12-23,225439.52
0,All Stores,2011-12-24,189920.85
0,All Stores,2011-12-25,59.20
0,All Stores,2011-12-26,190809.05
0,All Stores,2011-12-27,163953.38
0,All Stores,2011-12-28,164560.10
0,All Stores,2011-12-29,166622.58
0,All Stores,2011-12-30,218749.38
0,All Stores,2011-12-31,218243.70
0,All Stores,2012-01-01,143779.95
0,All Stores,2012-01-02,222381.92
0,All Stores,2012-01-03,189233.42
0,All Stores,2012-01-04,167278.10
0,All Stores,2012-01-05,185932.77
0,All Stores,2012-01-06,198191.38
0,All Stores,2012-01-07,241742.58
0,All Stores,2012-01-08,248643.27
0,All Stores,2012-01-09,187118.38
0,All Stores,2012-01-10,173081.58
0,All Stores,2012-01-11,187092.57
0,All Stores,2012-01-12,161372.33
0,All Stores,2012-01-13,196153.42
0,All Stores,2012-01-14,243521.10
0,All Stores,2012-01-15,241755.58
0,All Stores,2012-01-16,207836.20
0,All Stores,2012-01-17,145977.58
0,All Stores,2012-01-18,167919.80
0,All Stores,2012-01-19,160561.30
0,All Stores,2012-01-20,181759.83
0,All Stores,2012-01-21,259850.12
0,All Stores,2012-01-22,223288.65
0,All Stores,2012-01-23,165867.85
0,All Stores,2012-01-24,157757.05
0,All Stores,2012-01-25,147152.40
0,All Stores,2012-01-26,152997.55
0,All Stores,2012-01-27,180468.40
0,All Stores,2012-01-28,230103.98
0,All Stores,2012-01-29,229249.27
0,All Stores,2012-01-30,169585.42
0,All Stores,2012-01-31,168962.80
0,All Stores,2012-02-01,201884.90
0,All Stores,2012-02-02,193987.55
0,All Stores,2012-02-03,234865.70
0,All Stores,2012-02-04,296712.75
0,All Stores,2012-02-05,278407.28
0,All Stores,2012-02-06,211878.05
0,All Stores,2012-02-07,196669.40
0,All Stores,2012-02-08,193019.33
0,All Stores,2012-02-09,199372.75
0,All Stores,2012-02-10,201672.38
0,All Stores,2012-02-11,285029.78
0,All Stores,2012-02-12,293179.67
0,All Stores,2012-02-13,221238.25
0,All Stores,2012-02-14,168488.00
0,All Stores,2012-02-15,184803.67
0,All Stores,2012-02-16,178983.73
0,All Stores,2012-02-17,201023.70
0,All Stores,2012-02-18,255615.20
0,All Stores,2012-02-19,257106.25
0,All Stores,2012-02-20,208965.08
0,All Stores,2012-02-21,172120.27
0,All Stores,2012-02-22,168753.42
0,All Stores,2012-02-23,171518.48
0,All Stores,2012-02-24,190737.80
0,All Stores,2012-02-25,246641.77
0,All Stores,2012-02-26,250383.62
0,All Stores,2012-02-27,183520.42
0,All Stores,2012-02-28,165545.17
0,All Stores,2012-02-29,166583.20
0,All Stores,2012-03-01,204868.20
0,All Stores,2012-03-02,216295.60
0,All Stores,2012-03-03,282175.72
0,All Stores,2012-03-04,278554.20
0,All Stores,2012-03-05,223672.48
0,All Stores,2012-03-06,212360.77
0,All Stores,2012-03-07,196492.35
0,All Stores,2012-03-08,201625.27
0,All Stores,2012-03-09,219050.00
0,All Stores,2012-03-10,273038.28
0,All Stores,2012-03-11,284775.60
0,All Stores,2012-03-12,221054.20
0,All Stores,2012-03-13,196396.40
0,All Stores,2012-03-14,184474.50
0,All Stores,2012-03-15,207719.27
0,All Stores,2012-03-16,207520.65
0,All Stores,2012-03-17,258269.65
0,All Stores,2012-03-18,261565.92
0,All Stores,2012-03-19,199482.48
0,All Stores,2012-03-20,172679.62
0,All Stores,2012-03-21,176049.42
0,All Stores,2012-03-22,174961.30
0,All Stores,2012-03-23,192303.60
0,All Stores,2012-03-24,251842.20
0,All Stores,2012-03-25,262479.40
0,All Stores,2012-03-26,191081.27
0,All Stores,2012-03-27,164750.38
0,All Stores,2012-03-28,169377.75
0,All Stores,2012-03-29,161786.60
0,All Stores,2012-03-30,210031.73
0,All Stores,2012-03-31,260483.55
0,All Stores,2012-04-01,275395.92
0,All Stores,2012-04-02,209219.88
0,All Stores,2012-04-03,218579.08
0,All Stores,2012-04-04,189093.85
0,All Stores,2012-04-05,205897.58
0,All Stores,2012-04-06,247227.58
0,All Stores,2012-04-07,295282.33
0,All Stores,2012-04-08,238981.77
0,All Stores,2012-04-09,215006.80
0,All Stores,2012-04-10,193181.67
0,All Stores,2012-04-11,199112.42
0,All Stores,2012-04-12,192541.08
0,All Stores,2012-04-13,217483.40
0,All Stores,2012-04-14,261182.88
0,All Stores,2012-04-15,269681.30
0,All Stores,2012-04-16,190124.08
0,All Stores,2012-04-17,180611.33
0,All Stores,2012-04-18,171997.90
0,All Stores,2012-04-19,167894.05
0,All Stores,2012-04-20,189974.45
0,All Stores,2012-04-21,247779.98
0,All Stores,2012-04-22,253846.27
0,All Stores,2012-04-23,182706.55
0,All Stores,2012-04-24,167997.73
0,All Stores,2012-04-25,163484.50
0,All Stores,2012-04-26,166333.92
0,All Stores,2012-04-27,196352.58
0,All Stores,2012-04-28,240046.10
0,All Stores,2012-04-29,250432.98
0,All Stores,2012-04-30,185903.35
0,All Stores,2012-05-01,205652.90
0,All Stores,2012-05-02,194174.35
0,All Stores,2012-05-03,215865.33
0,All Stores,2012-05-04,217798.75
0,All Stores,2012-05-05,263945.08
0,All Stores,2012-05-06,282742.88
0,All Stores,2012-05-07,225643.60
0,All Stores,2012-05-08,203026.23
0,All Stores,2012-05-09,204744.83
0,All Stores,2012-05-10,190772.52
0,All Stores,2012-05-11,219955.25
0,All Stores,2012-05-12,273981.42
0,All Stores,2012-05-13,227379.23
0,All Stores,2012-05-14,209733.22
0,All Stores,2012-05-15,212937.05
0,All Stores,2012-05-16,196193.55
0,All Stores,2012-05-17,184384.40
0,All Stores,2012-05-18,214333.10
0,All Stores,2012-05-19,254152.90
0,All Stores,2012-05-20,269085.38
0,All Stores,2012-05-21,198047.95
0,All Stores,2012-05-22,186603.42
0,All Stores,2012-05-23,177740.58
0,All Stores,2012-05-24,183754.20
0,All Stores,2012-05-25,221878.50
0,All Stores,2012-05-26,249964.12
0,All Stores,2012-05-27,228715.05
0,All Stores,2012-05-28,223847.25
0,All Stores,2012-05-29,187010.83
0,All Stores,2012-05-30,181771.08
0,All Stores,2012-05-31,190303.55
0,All Stores,2012-06-01,259710.67
0,All Stores,2012-06-02,292999.05
0,All Stores,2012-06-03,296385.98
0,All Stores,2012-06-04,225437.33
0,All Stores,2012-06-05,224563.73
0,All Stores,2012-06-06,221509.45
0,All Stores,2012-06-07,221168.00
0,All Stores,2012-06-08,242968.65
0,All Stores,2012-06-09,289425.97
0,All Stores,2012-06-10,285633.40
0,All Stores,2012-06-11,250955.60
0,All Stores,2012-06-12,225081.83
0,All Stores,2012-06-13,212696.20
0,All Stores,2012-06-14,218986.12
0,All Stores,2012-06-15,264503.00
0,All Stores,2012-06-16,283918.35
0,All Stores,2012-06-17,249517.52
0,All Stores,2012-06-18,223280.80
0,All Stores,2012-06-19,206880.70
0,All Stores,2012-06-20,203846.55
0,All Stores,2012-06-21,202104.65
0,All Stores,2012-06-22,232781.52
0,All Stores,2012-06-23,259184.62
0,All Stores,2012-06-24,265221.92
0,All Stores,2012-06-25,210602.02
0,All Stores,2012-06-26,189713.17
0,All Stores,2012-06-27,186332.73
0,All Stores,2012-06-28,190912.85
0,All Stores,2012-06-29,240787.77
0,All Stores,2012-06-30,266228.38
0,All Stores,2012-07-01,276504.08
0,All Stores,2012-07-02,237978.62
0,All Stores,2012-07-03,259014.75
0,All Stores,2012-07-04,213404.10
0,All Stores,2012-07-05,229709.30
0,All Stores,2012-07-06,262214.92
0,All Stores,2012-07-07,276961.12
0,All Stores,2012-07-08,286850.33
0,All Stores,2012-07-09,241080.70
0,All Stores,2012-07-10,216562.52
0,All Stores,2012-07-11,220251.33
0,All Stores,2012-07-12,220888.25
0,All Stores,2012-07-13,243594.77
0,All Stores,2012-07-14,285845.58
0,All Stores,2012-07-15,296633.90
0,All Stores,2012-07-16,220098.48
0,All Stores,2012-07-17,202934.60
0,All Stores,2012-07-18,191221.15
0,All Stores,2012-07-19,203743.85
0,All Stores,2012-07-20,234587.55
0,All Stores,2012-07-21,261244.02
0,All Stores,2012-07-22,268541.75
0,All Stores,2012-07-23,206060.38
0,All Stores,2012-07-24,199005.90
0,All Stores,2012-07-25,188770.50
0,All Stores,2012-07-26,191295.33
0,All Stores,2012-07-27,212969.03
0,All Stores,2012-07-28,236560.25
0,All Stores,2012-07-29,243277.90
0,All Stores,2012-07-30,194008.67
0,All Stores,2012-07-31,197130.83
0,All Stores,2012-08-01,226378.20
0,All Stores,2012-08-02,233334.33
0,All Stores,2012-08-03,263465.53
0,All Stores,2012-08-04,277062.75
0,All Stores,2012-08-05,293837.67
0,All Stores,2012-08-06,245316.20
0,All Stores,2012-08-07,217941.40
0,All Stores,2012-08-08,215478.33
0,All Stores,2012-08-09,229472.62
0,All Stores,2012-08-10,242990.60
0,All Stores,2012-08-11,289155.28
0,All Stores,2012-08-12,299655.72
0,All Stores,2012-08-13,236603.75
0,All Stores,2012-08-14,223270.92
0,All Stores,2012-08-15,233557.85
0,All Stores,2012-08-16,227141.75
0,All Stores,2012-08-17,237683.50
0,All Stores,2012-08-18,279070.60
0,All Stores,2012-08-19,296486.80
0,All Stores,2012-08-20,221034.27
0,All Stores,2012-08-21,202493.77
0,All Stores,2012-08-22,198520.05
0,All Stores,2012-08-23,191969.95
0,All Stores,2012-08-24,224398.17
0,All Stores,2012-08-25,271377.45
0,All Stores,2012-08-26,285904.45
0,All Stores,2012-08-27,214256.75
0,All Stores,2012-08-28,195432.10
0,All Stores,2012-08-29,184973.88
0,All Stores,2012-08-30,191444.95
0,All Stores,2012-08-31,258313.45
0,All Stores,2012-09-01,305913.55
0,All Stores,2012-09-02,285448.88
0,All Stores,2012-09-03,298659.28
0,All Stores,2012-09-04,215090.30
0,All Stores,2012-09-05,215520.98
0,All Stores,2012-09-06,218813.92
0,All Stores,2012-09-07,232608.77
0,All Stores,2012-09-08,299901.10
0,All Stores,2012-09-09,321282.00
0,All Stores,2012-09-10,225404.42
0,All Stores,2012-09-11,217696.50
0,All Stores,2012-09-12,211193.55
0,All Stores,2012-09-13,207967.83
0,All Stores,2012-09-14,247157.73
0,All Stores,2012-09-15,310254.20
0,All Stores,2012-09-16,301532.67
0,All Stores,2012-09-17,219039.88
0,All Stores,2012-09-18,201205.88
0,All Stores,2012-09-19,184456.40
0,All Stores,2012-09-20,194657.23
0,All Stores,2012-09-21,229696.35
0,All Stores,2012-09-22,282963.38
0,All Stores,2012-09-23,285108.97
0,All Stores,2012-09-24,202965.55
0,All Stores,2012-09-25,191659.30
0,All Stores,2012-09-26,185332.27
0,All Stores,2012-09-27,186303.05
0,All Stores,2012-09-28,222614.70
0,All Stores,2012-09-29,283718.17
0,All Stores,2012-09-30,280550.45
0,All Stores,2012-10-01,236843.10
0,All Stores,2012-10-02,223335.00
0,All Stores,2012-10-03,232446.28
0,All Stores,2012-10-04,205499.73
0,All Stores,2012-10-05,233048.50
0,All Stores,2012-10-06,297161.85
0,All Stores,2012-10-07,289405.95
0,All Stores,2012-10-08,230837.15
0,All Stores,2012-10-09,214427.65
0,All Stores,2012-10-10,200440.38
0,All Stores,2012-10-11,202547.90
0,All Stores,2012-10-12,236767.15
0,All Stores,2012-10-13,286246.88
0,All Stores,2012-10-14,291580.15
0,All Stores,2012-10-15,232906.80
0,All Stores,2012-10-16,186981.08
0,All Stores,2012-10-17,181986.65
0,All Stores,2012-10-18,179263.48
0,All Stores,2012-10-19,204971.08
0,All Stores,2012-10-20,257201.98
0,All Stores,2012-10-21,257765.20
0,All Stores,2012-10-22,183493.25
0,All Stores,2012-10-23,172743.38
0,All Stores,2012-10-24,165375.48
0,All Stores,2012-10-25,164481.70
0,All Stores,2012-10-26,219208.48
0,All Stores,2012-10-27,267987.00
0,All Stores,2012-10-28,256505.00
0,All Stores,2012-10-29,193796.42
0,All Stores,2012-10-30,193651.62
0,All Stores,2012-10-31,173254.48
0,All Stores,2012-11-01,209762.60
0,All Stores,2012-11-02,241414.55
0,All Stores,2012-11-03,308624.83
0,All Stores,2012-11-04,297609.22
0,All Stores,2012-11-05,228311.02
0,All Stores,2012-11-06,208982.70
0,All Stores,2012-11-07,203002.02
0,All Stores,2012-11-08,212781.67
0,All Stores,2012-11-09,246567.73
0,All Stores,2012-11-10,295247.85
0,All Stores,2012-11-11,299432.47
0,All Stores,2012-11-12,227592.40
0,All Stores,2012-11-13,193077.58
0,All Stores,2012-11-14,191496.00
0,All Stores,2012-11-15,206048.90
0,All Stores,2012-11-16,222409.02
0,All Stores,2012-11-17,283131.38
0,All Stores,2012-11-18,265893.03
0,All Stores,2012-11-19,203919.73
0,All Stores,2012-11-20,207219.02
0,All Stores,2012-11-21,236513.90
0,All Stores,2012-11-22,143313.35
0,All Stores,2012-11-23,164642.62
0,All Stores,2012-11-24,214245.27
0,All Stores,2012-11-25,233137.15
0,All Stores,2012-11-26,190295.15
0,All Stores,2012-11-27,173541.08
0,All Stores,2012-11-28,165762.33
0,All Stores,2012-11-29,166427.83
0,All Stores,2012-11-30,214296.58
0,All Stores,2012-12-01,295192.73
0,All Stores,2012-12-02,287125.58
0,All Stores,2012-12-03,245570.55
0,All Stores,2012-12-04,202212.70
0,All Stores,2012-12-05,213095.80
0,All Stores,2012-12-06,216966.12
0,All Stores,2012-12-07,232311.92
0,All Stores,2012-12-08,288560.15
0,All Stores,2012-12-09,301024.67
0,All Stores,2012-12-10,217476.58
0,All Stores,2012-12-11,214900.22
0,All Stores,2012-12-12,208132.05
0,All Stores,2012-12-13,202258.85
0,All Stores,2012-12-14,232964.75
0,All Stores,2012-12-15,294252.15
0,All Stores,2012-12-16,282662.55
0,All Stores,2012-12-17,219157.88
0,All Stores,2012-12-18,212073.67
0,All Stores,2012-12-19,217172.85
0,All Stores,2012-12-20,216992.40
0,All Stores,2012-12-21,228386.73
0,All Stores,2012-12-22,278643.83
0,All Stores,2012-12-23,261506.10
0,All Stores,2012-12-24,210688.17
0,All Stores,2012-12-25,61.83
0,All Stores,2012-12-26,209224.33
0,All Stores,2012-12-27,202834.35
0,All Stores,2012-12-28,226194.90
0,All Stores,2012-12-29,258366.58
0,All Stores,2012-12-30,240485.30
0,All Stores,2012-12-31,232588.60
0,All Stores,2013-01-01,164250.92
0,All Stores,2013-01-02,219902.80
0,All Stores,2013-01-03,240568.10
0,All Stores,2013-01-04,227243.55
0,All Stores,2013-01-05,290411.25
0,All Stores,2013-01-06,300190.38
0,All Stores,2013-01-07,228636.45
0,All Stores,2013-01-08,213041.83
0,All Stores,2013-01-09,205470.88
0,All Stores,2013-01-10,205730.35
0,All Stores,2013-01-11,243921.38
0,All Stores,2013-01-12,316116.00
0,All Stores,2013-01-13,285009.47
0,All Stores,2013-01-14,215425.30
0,All Stores,2013-01-15,217586.45
0,All Stores,2013-01-16,201120.67
0,All Stores,2013-01-17,202701.77
0,All Stores,2013-01-18,233425.58
0,All Stores,2013-01-19,300501.50
0,All Stores,2013-01-20,262138.90
0,All Stores,2013-01-21,219608.73
0,All Stores,2013-01-22,181934.12
0,All Stores,2013-01-23,179108.98
0,All Stores,2013-01-24,174907.75
0,All Stores,2013-01-25,210617.38
0,All Stores,2013-01-26,284269.35
0,All Stores,2013-01-27,270481.97
0,All Stores,2013-01-28,192621.42
0,All Stores,2013-01-29,174723.48
0,All Stores,2013-01-30,161824.58
0,All Stores,2013-01-31,187003.77
0,All Stores,2013-02-01,267026.90
